Error,Word
অ ণ ঙ ্ গ ে,অ ন ঙ ্ গ ে
অ ত ি ম র ্ ত ্ ঝ,অ ত ি ম র ্ ত ্ য
অ ক ফ ট,অ ক প ট
আ ট ক ড় া ঈ,আ ট ক ড় া ই
অ ত ি ম া ন ু ষ ভ া ধ ে র,অ ত ি ম া ন ু ষ ব া দ ে র
অ ষ ্ ট ভ ি দ,অ ষ ্ ট ব ি ধ
অ য ো ন ি শ ম ্ ব ভ,অ য ো ন ি স ম ্ ভ ব
অ শ ্ ভ ক ো ব ি ধ,অ শ ্ ব ক ো ব ি দ
অ ব া র ন ী য়,অ ব া র ণ ী য়
আ দ ম শ ু র ত,আ দ ম স ু র ত
আ ই ণ া হ ্,আ ই ন া হ ্
অ প ্ র ভ ৃ ত ্ ত ি,অ প ্ র ব ৃ ত ্ ত ি
অ ণ র ্ থ ক ত া,অ ন র ্ থ ক ত া
অ ঝ ত ্ ন ক ৃ ত,অ য ত ্ ন ক ৃ ত
অ ণ ্ দ ক া র দ ে খ া,অ ন ্ ধ ক া র দ ে খ া
আ দ া ব য় শ ী,আ ধ া ব য় স ী
আ ট া স ্,আ ট া শ ্
অ শ ্ ট ন া গ,অ ষ ্ ট ন া গ
অ ব ি প ণ ্ ন,অ ভ ি প ন ্ ন
আ ধ া ড় ে র,আ দ া ড় ে র
অ ল ্ প ে ঈ,অ ল ্ প ে ই
আ ভ ল ত া ব ল,আ ব ল ত া ব ল
আ ত ি স,আ ত ি শ
অ ন ্ য থ া ছ র ন,অ ন ্ য থ া চ র ণ
অ ষ ্ র ে য় স ্,অ শ ্ র ে য় স ্
অ শ ু খ ভ ি স ু খ,অ স ু খ ব ি স ু খ
অ ম ে ধ া ভ ি,অ ম ে ধ া ব ি
অ চ ি য় ত,অ ছ ি য় ত
আ ভ ো ল,আ ব ো ল
অ ন ু শ ন ্ ধ ি ত,অ ন ু স ন ্ ধ ি ত
অ ক ্ শ র ভ ি শ ি ষ ্ ট,অ ক ্ ষ র ব ি শ ি ষ ্ ট
অ ব স ি স ্ ট,অ ব শ ি ষ ্ ট
আ ভ ি ঝ া ত ্ জ,আ ভ ি জ া ত ্ য
অ ক ্ শ ু ভ ি ত,অ ক ্ ষ ু ভ ি ত
অ ণ ্ ত ঃ প ্ র ে র ণ া র,অ ন ্ ত ঃ প ্ র ে র ণ া র
অ প ্ র ক া স ি ত ব া ব ে,অ প ্ র ক া শ ি ত ভ া ব ে
অ ণ ু গ ত ঝ ন,অ ন ু গ ত জ ন
অ ্ য া ঢ ি ষ ন া ল ্,অ ্ য া ড ি শ ন া ল ্
অ ফ া র ো ক,অ প া র ো ক
আ ত ্ ম ফ ূ জ া,আ ত ্ ম প ূ জ া
অ ফ র ি শ ু দ ্ ধ,অ প র ি শ ু দ ্ ধ
অ ব ি প ধ গ ্ র স ্ ত,অ ব ি প দ গ ্ র স ্ ত
আ ন ু ষ ো ঙ ্,আ ন ু শ ো ঙ ্
আ ক া র ভ ি শ ি ষ ্ ট,আ ক া র ব ি শ ি ষ ্ ট
আ ক ী র ্ ন,আ ক ী র ্ ণ
আ ক ্ র ো ষ ে,আ ক ্ র ো শ ে
অ ঙ ্ গ ষ ৌ ষ ্ ঠ ভ য ু ক ্ ত,অ ঙ ্ গ স ৌ ষ ্ ঠ ব য ু ক ্ ত
অ ণ ু ভ া দ,অ ন ু ব া দ
আ প শ ো স,আ ফ স ো স
অ ব ্ ঝ র ্ থ ন া র,অ ভ ্ য র ্ থ ন া র
আ ফ ো ন া,আ প ো ন া
অ ভ ে ল ো ক ন,অ ব ে ল ো ক ন
আ ধ ে শ া ধ ি,আ দ ে শ া দ ি
অ শ ্ র ু শ জ ল,অ শ ্ র ু স জ ল
অ ক ্ ষ র ঝ ্ ঞ া ণ,অ ক ্ ষ র জ ্ ঞ া ন
অ ভ া ভ ন ী য় ে র,অ ভ া ব ন ী য় ে র
অ ফ ু ত ্,অ প ু ত ্
আ ব ি ষ ্ ক র ন,আ ব ি ষ ্ ক র ণ
অ র ্ ছ ি ঃ,অ র ্ চ ি ঃ
অ ষ া স ্ য,অ শ া স ্ য
অ ষ ে ষ ঝ ্ ঞ,অ শ ে ষ জ ্ ঞ
অ ণ ূ ঢ় া,অ ন ূ ঢ় া
অ ত এ ভ,অ ত এ ব
অ ন ্ ত ফ ু র,অ ন ্ ত প ু র
অ ঙ ্ গ ু ল ি ত ্ র া ন,অ ঙ ্ গ ু ল ি ত ্ র া ণ
অ ধ ে য় ো,অ দ ে য় ো
অ ষ দ ্ ভ া ভ,অ স দ ্ ভ া ব
অ শ প ্ ত,অ স প ্ ত
অ প ম া ণ,অ প ম া ন
অ ফ র ি ণ ত,অ প র ি ণ ত
আ ন ূ ফ,আ ন ূ প
আ ব র ্ ত ণ,আ ব র ্ ত ন
অ ফ ো র ি শ ো দ ্,অ প ো র ি শ ো দ ্
অ ণ ন ্ জ ত ন ্ ত ্ র,অ ন ন ্ য ত ন ্ ত ্ র
আ ভ র ্ ত গ ত ি,আ ব র ্ ত গ ত ি
অ ফ র ে,অ প র ে
আ ত ্ ম ফ র ি চ য় শ ূ চ ক,আ ত ্ ম প র ি চ য় স ূ চ ক
অ গ ষ ্,অ গ স ্
অ ব ্ য া গ ত,অ ভ ্ য া গ ত
অ ষ ব ্ য,অ স ভ ্ য
অ ণ ু ঝ ্ ঞ া প ত ্ র,অ ন ু জ ্ ঞ া প ত ্ র
অ ঝ ো ন ি,অ জ ো ন ি
অ ণ ু ব ৃ ত ্ ত ি,অ ন ু ব ৃ ত ্ ত ি
অ র ্ থ ফ র া য় ন,অ র ্ থ প র া য় ন
অ জ ু গ ্ ম,অ য ু গ ্ ম
অ ব ো ল ু ফ ্,অ ব ো ল ু প ্
অ ব ো ছ ে ত ো ন ্,অ ব ো চ ে ত ো ন ্
অ ্ য া ণ ্ ট ি ম ণ ি,অ ্ য া ন ্ ট ি ম ন ি
আ ফ ন ে,আ প ন ে
অ স ্ র ু ত ব া ন ী,অ শ ্ র ু ত ব া ণ ী
অ স ্ ত ি ত ্ ব ঝ ু ক ্ ত,অ স ্ ত ি ত ্ ব য ু ক ্ ত
অ ফ ব ্ র ষ ্ ট,অ প ভ ্ র ষ ্ ট
অ ণ া ম ি ক ্,অ ন া ম ি ক ্
অ ণ ্ ত ঃ স ল ি ল,অ ন ্ ত ঃ স ল ি ল
অ ন ু ধ ্ জ া ত,অ ন ু ধ ্ য া ত
অ শ ি য় ত,অ স ি য় ত
অ র ্ দ া হ া র,অ র ্ ধ া হ া র
অ গ ্ ণ ি দ গ ্ দ,অ গ ্ ন ি দ গ ্ ধ
অ ণ ি র ্ ব চ ণ ী য়,অ ন ি র ্ ব চ ন ী য়
অ স া ম ্ ঝ,অ স া ম ্ য
আ ঁ জ ণ,আ ঁ জ ন
অ প ্ র য় ো ঝ ণ ে র,অ প ্ র য় ো জ ন ে র
অ ভ ্ য া ব ো ষ া য় ্,অ ব ্ য া ব ো শ া য় ্
অ ণ ু শ ো চ ণ া য়,অ ন ু শ ো চ ন া য়
অ ক ্ ষ র ব ি ণ ্ য া স,অ ক ্ ষ র ব ি ন ্ য া স
আ গ ম ণ,আ গ ম ন
আ চ া র ্ ঝ ে র,আ চ া র ্ য ে র
অ র ্ দ ম ৃ ত,অ র ্ ধ ম ৃ ত
অ শ ্ র ু ভ র ্ স ণ,অ শ ্ র ু ব র ্ ষ ণ
অ স ্ থ া ণ ি ক,অ স ্ থ া ন ি ক
আ ম ষ য়,আ ম শ য়
অ ম ্ ভ ি ল,অ ম ্ ব ি ল
অ ণ ু ৎ স া হ ী,অ ন ু ৎ স া হ ী
অ ধ ৃ শ ্ য ভ ষ ্ ত ু,অ দ ৃ শ ্ য ব স ্ ত ু
অ ন ্ ত ঃ ক র ন,অ ন ্ ত ঃ ক র ণ
অ ভ শ ্ ঝ ম া ণ ্ য,অ ব শ ্ য ম া ন ্ য
অ গ ত ্ ঝ া,অ গ ত ্ য া
আ ত ি স জ ্ য,আ ত ি শ য ্ য
আ দ ফ ে,আ দ প ে
আ ত ্ ম া ণ ু স ণ ্ ধ া ণ,আ ত ্ ম া ন ু স ন ্ ধ া ন
অ ণ ু ব া ষ ো ন ্,অ ন ু ব া শ ো ন ্
অ ণ ু প া ম,অ ন ু প া ম
অ দ ণ ্ ত,অ দ ন ্ ত
অ ল ্ ফ জ ্ ঞ,অ ল ্ প জ ্ ঞ
অ ল ্ ফ া হ া র ী,অ ল ্ প া হ া র ী
অ ক ্ ষ র ষ ূ ন ্ জ,অ ক ্ ষ র শ ূ ন ্ য
অ ঙ ্ গ া র ধ া ণ ী,অ ঙ ্ গ া র ধ া ন ী
অ ণ ্ ত স ্ থ,অ ন ্ ত স ্ থ
অ জ া ণ ি ত ে,অ জ া ন ি ত ে
অ ভ ম া ণ ো ন ্,অ ব ম া ন ো ন ্
অ ন ু ব া ধ ী,অ ন ু ব া দ ী
অ গ ্ ন ি ষ ি খ া ভ ি ষ ি ষ ্ ট,অ গ ্ ন ি শ ি খ া ব ি শ ি ষ ্ ট
অ ফ ্ র ো ত ি ব ি ধ ে য় ো,অ প ্ র ো ত ি ব ি ধ ে য় ো
অ স ্ ট া ব ক ্ র,অ ষ ্ ট া ব ক ্ র
আ প ে ক ্ স ি ক ত া,আ প ে ক ্ ষ ি ক ত া
অ ম ্ ল গ ন ্ দ,অ ম ্ ল গ ন ্ ধ
আ খ ্ জ া য ু ক ্ ত,আ খ ্ য া য ু ক ্ ত
অ ণ ু র ণ ণ ব ি শ ে ষ,অ ন ু র ণ ন ব ি শ ে ষ
অ ফ ঘ া ত ী,অ প ঘ া ত ী
অ ণ ু ক ু ল,অ ন ু ক ু ল
অ ল ো ক ষ ম ্ ভ ূ ত া,অ ল ো ক স ম ্ ভ ূ ত া
অ ফ ো র ি স ু দ ্,অ প ো র ি শ ু দ ্
অ ত ছ ্,অ ত চ ্
আ ত ্ ম ষ ্ ত ু ত ি,আ ত ্ ম স ্ ত ু ত ি
অ ন ্ ত ঃ স ্ ব র য ন ্ ত ্ র য া ত,অ ন ্ ত ঃ স ্ ব র য ন ্ ত ্ র জ া ত
অ স ৌ খ ি ন ত া,অ শ ৌ খ ি ন ত া
আ ভ র ্ জ ন া ধ ি,আ ব র ্ জ ন া দ ি
অ ভ ্ য ভ হ া র,অ ব ্ য ব হ া র
অ ভ ৃ ষ ্ ট ি,অ ব ৃ ষ ্ ট ি
অ ঞ ্ জ ল ি ফ ু ট ে,অ ঞ ্ জ ল ি প ু ট ে
আ ক ্ র ম ন ে র,আ ক ্ র ম ণ ে র
অ ভ ো ধ া র ো ণ ্,অ ব ো ধ া র ো ন ্
আ ক া শ দ ী ফ,আ ক া শ দ ী প
অ স ৎ ফ থ,অ স ৎ প থ
অ ফ র ে র,অ প র ে র
অ প ন ্ ঢ ি ত,অ প ণ ্ ড ি ত
অ ক ্ স র,অ ক ্ ষ র
অ ম ি ত া ব,অ ম ি ত া ভ
অ ব ি স া র ে,অ ভ ি স া র ে
অ ল ্ ফ ভ ু দ ্ ধ ি য় া,অ ল ্ প ব ু দ ্ ধ ি য় া
অ ট ভ ী,অ ট ব ী
আ ণ ্ ত র ী ক ্ ষ,আ ন ্ ত র ী ক ্ ষ
আ ভ ো র ক ্,আ ব ো র ক ্
অ র শ ি ক ক ে,অ র স ি ক ক ে
অ ণ স ম ্,অ ন স ম ্
অ ণ ু ষ ী ল ন,অ ন ু শ ী ল ন
অ শ ্ ত ি ত ্ ব,অ স ্ ত ি ত ্ ব
অ ত ি র ি ক ্ ত ভ া ভ ে,অ ত ি র ি ক ্ ত ভ া ব ে
অ ন া ভ শ ্ য,অ ন া ব শ ্ য
আ ত স ভ া য ি,আ ত স ব া জ ি
অ ণ ি ষ ্ ট ধ া য় ক,অ ন ি ষ ্ ট দ া য় ক
অ ক ্ স ম ত া র,অ ক ্ ষ ম ত া র
অ ভ ি ভ া ধ ন,অ ভ ি ব া দ ন
অ ষ ূ ক ্ ষ ্ ন,অ স ূ ক ্ ষ ্ ণ
অ ণ ু গ ম,অ ন ু গ ম
অ ষ ম ব য় ষ ী,অ স ম ব য় স ী
আ ঁ ত ঊ ড় ি,আ ঁ ত উ ড় ি
অ ত ি ছ ্,অ ত ি চ ্
অ দ র ্ ম চ া র ী,অ ধ র ্ ম চ া র ী
অ ব ি ণ ী ত,অ ব ি ন ী ত
অ হ ং ঝ ্ ঞ া ন,অ হ ং জ ্ ঞ া ন
আ ত ্ ম গ র য ি,আ ত ্ ম গ র জ ি
আ ঝ ো ল ্,আ জ ো ল ্
আ ন া য,আ ন া জ
অ ণ ্ ধ ভ ি স ্ ব া স ে র,অ ন ্ ধ ব ি শ ্ ব া স ে র
আ ন ্ ভ া হ ি ক,আ ন ্ ব া হ ি ক
আ দ া র ে র,আ ধ া র ে র
আ জ য় ে ভ ্,আ জ য় ে ব ্
অ ত ি ক ্ স ণ ি ক,অ ত ি ক ্ ষ ণ ি ক
অ ভ ো ত া র ্,অ ব ো ত া র ্
আ ভ হ ম া ন ক া ল,আ ব হ ম া ন ক া ল
অ র ্ থ গ া ম ্ ভ ী র ্ ঝ,অ র ্ থ গ া ম ্ ভ ী র ্ য
অ ন ি ভ ৃ ত ্ ত,অ ন ি ব ৃ ত ্ ত
অ শ ি চ া ল ন,অ স ি চ া ল ন
অ শ ্ ট ্ র ি ক,অ স ্ ট ্ র ি ক
অ ধ ি ব ি ণ ্ ণ া,অ ধ ি ব ি ন ্ ন া
আ ণ ু ষ া ঙ ্ গ ি ক,আ ন ু ষ া ঙ ্ গ ি ক
অ শ ্ ভ ভ ল ্ গ া র,অ শ ্ ব ব ল ্ গ া র
অ স ্ থ ি র প ঞ ্ ছ ম,অ স ্ থ ি র প ঞ ্ চ ম
আ গ ণ ্ ত ু,আ গ ন ্ ত ু
অ ব া শ ্,অ ব া স ্
অ ভ ্ র া হ ্ ম ন,অ ব ্ র া হ ্ ম ন
অ গ ন ন ী য়,অ গ ণ ন ী য়
আ ণ ল ে ন,আ ন ল ে ন
আ ভ া ল,আ ব া ল
অ ষ ো ক ক া ণ ন,অ শ ো ক ক া ন ন
অ ছ ল া,অ চ ল া
অ ভ ি স ণ ্ দ ি,অ ভ ি স ন ্ ধ ি
অ ন ু ছ ্,অ ন ু চ ্
আ ভ র ্ ত,আ ব র ্ ত
আ চ ্ চ া দ ণ ক া র ী,আ চ ্ ছ া দ ন ক া র ী
অ ছ ্ চ ে দ ্ য,অ চ ্ ছ ে দ ্ য
অ ব য ্ ঞ া প ্ র ক া শ ক,অ ব জ ্ ঞ া প ্ র ক া শ ক
অ ণ া ব ি দ ্,অ ন া ব ি দ ্
অ ত ্ ভ র,অ ত ্ ব র
অ র ্ চ ্ ঝ,অ র ্ চ ্ য
আ ত ্ ম ফ র ত া,আ ত ্ ম প র ত া
অ প ে ক ্ স া ক র ন,অ প ে ক ্ ষ া ক র ণ
আ য হ া র ু ল,আ জ হ া র ু ল
অ ন ি র ্ ন য়,অ ন ি র ্ ণ য়
অ হ ি ফ ে ন ষ ে ভ ী,অ হ ি ফ ে ন স ে ব ী
আ ধ ভ ক া য় দ া,আ দ ব ক া য় দ া
আ ব ে ধ,আ ব ে দ
অ ফ র া ধ জ ণ ক,অ প র া ধ জ ন ক
অ শ ু ব া ক া ঙ ্ ক ্ ষ ী,অ শ ু ভ া ক া ঙ ্ ক ্ ষ ী
অ ব ি ক র ্ ষ,অ ভ ি ক র ্ ষ
আ ন ি ঞ ্ জ া,আ ণ ি ঞ ্ জ া
আ ণ ো ো,আ ন ো ো
অ শ ্ ব ী ক া র ্ ঝ,অ স ্ ব ী ক া র ্ য
অ র া ঝ ক ্,অ র া জ ক ্
আ ছ া ল া,আ চ া ল া
অ ভ স ্ ত া,অ ব স ্ ত া
অ ভ ি ণ ে ত ্ র ী,অ ভ ি ন ে ত ্ র ী
অ ম ি স ্ র,অ ম ি শ ্ র
অ র ্ চ ি শ,অ র ্ চ ি স
অ প ে ক ্ স া য়,অ প ে ক ্ ষ া য়
অ ফ ক ্ ষ ো ক ৃ ত,অ প ক ্ ষ ো ক ৃ ত
অ ল ু ভ ্,অ ল ু ব ্
অ গ ্ র প শ ্ ছ া ৎ,অ গ ্ র প শ ্ চ া ৎ
আ ণ ্ দ ো ল ি,আ ন ্ দ ো ল ি
অ ন ি স ্ ট ক া র ক,অ ন ি ষ ্ ট ক া র ক
অ ঝ ে া গ ্ য,অ য ে া গ ্ য
অ ব ে ধ া ণ ্,অ ব ে দ া ন ্
আ ফ ন ে ই,আ প ন ে ই
অ ন ্ ড া ল ু,অ ণ ্ ড া ল ু
অ ষ া ধ া র ো ন ্,অ শ া ধ া র ো ন ্
অ ভ চ ণ,অ ব চ ন
অ ণ ু ষ ্ ঠ া ণ ে,অ ন ু ষ ্ ঠ া ন ে
আ ঁ ট ণ,আ ঁ ট ন
অ গ ু ফ ্ ত,অ গ ু প ্ ত
আ ক শ ি র,আ ক স ি র
আ ই ণ ক া র ে র,আ ই ন ক া র ে র
অ ম ্ ম আ ণ ি,অ ম ্ ম আ ন ি
অ ন ু ফ ্,অ ন ু প ্
আ ন ু ক ূ ল ্ ঝ ে র,আ ন ু ক ূ ল ্ য ে র
অ ষ ম া প ি ক া,অ স ম া প ি ক া
অ ন ্ ত র ন,অ ন ্ ত র ণ
অ স ্ ভ ছ ্ চ,অ স ্ ব চ ্ চ
অ ষ ং স ্ ক ৃ ত,অ স ং স ্ ক ৃ ত
আ ভ ি ল,আ ব ি ল
অ র ্ দ খ া ন া,অ র ্ ধ খ া ন া
অ ভ ো ধ ্,অ ব ো ধ ্
অ ণ ি র ্ ধ া র ি ত,অ ন ি র ্ ধ া র ি ত
আ ভ ্ ব ু,আ ব ্ ব ু
আ ভ ি ষ ্ ক র ্ ত া,আ ব ি ষ ্ ক র ্ ত া
অ ণ ু ভ ে দ ন,অ ন ু ব ে দ ন
অ ষ ্ ত ্ য থ,অ স ্ ত ্ য থ
অ ত ি ফ া ত,অ ত ি প া ত
অ স ু র ধ ্ ভ য়,অ স ু র দ ্ ব য়
অ ন ি র ্ ভ া ছ ্ য া,অ ন ি র ্ ব া চ ্ য া
অ র ্ গ া ণ,অ র ্ গ া ন
আ ঞ ্ য ন ে য় র া,আ ঞ ্ জ ন ে য় র া
অ ভ ি স ং ব া ধ,অ ব ি স ং ব া দ
অ ফ আ র,অ প আ র
আ ম ল া ত ণ ্ ত ্ র,আ ম ল া ত ন ্ ত ্ র
আ ক া র ব ি স ে ষ,আ ক া র ব ি শ ে ষ
অ ম ্ র ব ে ত শ,অ ম ্ র ব ে ত স
অ গ ্ র ব া গ ে র,অ গ ্ র ভ া গ ে র
অ র শ ি ক ে ষ ু,অ র স ি ক ে ষ ু
আ ও য় া ঝ ্,আ ও য় া জ ্
আ ভ হ ো,আ ব হ ো
অ ধ ো ষ,অ দ ো ষ
অ র ্ দ ষ ি ং হ র ূ প া,অ র ্ ধ স ি ং হ র ূ প া
আ ণ ি ল ্,আ ন ি ল ্
অ ণ ি ম ি খ,অ ন ি ম ি খ
অ ত ি ধ ্ র ু ত,অ ত ি দ ্ র ু ত
আ ঁ ছ ল ট া ত ে,আ ঁ চ ল ট া ত ে
আ ক া শ ণ ণ ্ ধ ি ন ী,আ ক া শ ন ন ্ দ ি ন ী
আ ফ খ ো র া ক ি,আ প খ ো র া ক ি
আ ব ি ধ ্,আ ব ি দ ্
অ ন ্ ত ঃ ফ ট,অ ন ্ ত ঃ প ট
অ খ ি ণ ্ ঢ ি ত,অ খ ি ণ ্ ড ি ত
আ ক া র ি ভ,আ ক া র ি ব
অ ণ ো ণ ু শ ি ল ন,অ ন ো ন ু শ ি ল ন
আ ভ ক া র ী,আ ব ক া র ী
আ ত ্ ম ী য় ত া ষ ূ ন ্ য,আ ত ্ ম ী য় ত া শ ূ ন ্ য
অ ক ম ্ ফ ন ী য়,অ ক ম ্ প ন ী য়
অ ক া র ো ণ ্,অ ক া র ো ন ্
অ ব া গ ্,অ ভ া গ ্
আ ণ ণ ্ দ ক র,আ ন ন ্ দ ক র
অ র ্ ঢ া র,অ র ্ ড া র
অ ভ ি ঝ ্ ঞ ্,অ ভ ি জ ্ ঞ ্
অ ক ্ স ি গ ো ল ক ে র,অ ক ্ ষ ি গ ো ল ক ে র
আ জ া ধ,আ জ া দ
অ শ ণ া,অ শ ন া
অ ল ্ ফ ব য় ষ ্ ক,অ ল ্ প ব য় স ্ ক
আ ঁ ক স ি র,আ ঁ ক শ ি র
অ ং শ ব া ক,অ ং শ ভ া ক
আ ত ্ ম ভ ধ,আ ত ্ ম ব ধ
অ র ্ দ ো ছ ্ চ া র ি ত,অ র ্ ধ ো চ ্ চ া র ি ত
অ স ং ল গ ্ ণ,অ স ং ল গ ্ ন
অ ্ য া ক া ধ ো ক া,অ ্ য া ক া দ ো ক া
অ ষ ্ ব ত ্ থ া ম া,অ শ ্ ব ত ্ থ া ম া
আ ছ া ণ,আ ছ া ন
অ ষ ্ প ু ট ব া ক,অ স ্ ফ ু ট ব া ক
অ ম ি ত ব ্ জ য় ী র,অ ম ি ত ব ্ য য় ী র
